,cast,crew,budget,genres,keywords,original_language,original_title,popularity,production_companies,production_countries,revenue,runtime,status,vote_average,vote_count,release_year,release_month,release_quarter
1246,"['Jessalyn Gilsig', 'Cary Elwes', 'Gary Oldman']",['Frederik Du Chau'],40000000,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",[],en,Quest for Camelot,16.059442999999998,['Warner Bros.'],['United States of America'],38172500,86.0,Released,6.9,190,1998,5,2
1247,"['Robert De Niro', 'James Franco', 'Frances McDormand']",['Michael Caton-Jones'],40000000,"['Crime', 'Drama', 'Mystery']","['murder', 'homicide detective']",en,City By The Sea,3.4769660000000004,"['Warner Bros. Pictures', 'Epsilon Motion Pictures', 'Franchise Pictures', 'Brad Grey Pictures', 'Sea Breeze Productions Inc.']",['United States of America'],22433915,108.0,Released,5.7,92,2002,9,3
1249,"['Martin Henderson', 'Ice Cube', 'Monet Mazur']",['Joseph Kahn'],40000000,['Action'],"['ex-girlfriend', 'drug dealer', 'gang', 'motorcyclist']",en,Torque,7.360792999999999,"['Village Roadshow Pictures', 'Original Film', 'Warner Bros.']","['Australia', 'United States of America']",46546197,84.0,Released,4.7,119,2004,1,1
1251,"['Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon']",['Paul Verhoeven'],45000000,['Drama'],"['dancing', 'female nudity', 'go-go dancer', 'spanner', 'seduction', 'striptease', 'sexappeal']",en,Showgirls,14.513304999999999,"['United Artists', 'Le Studio Canal+', 'Carolco Pictures']","['France', 'United States of America']",20350754,128.0,Released,4.9,256,1995,9,3
1252,"['Kirsten Dunst', 'Jason Schwartzman', 'Judy Davis']",['Sofia Coppola'],40000000,"['Drama', 'History']","['shoe', 'voice over', 'rite', 'theatre audience', 'bride and groom', 'death of king', 'applause', 'woman director']",en,Marie Antoinette,22.364549,"['American Zoetrope', 'Columbia Pictures Corporation', 'Pricel', 'Tohokushinsha Film', 'Commission du Film France', 'Commission du Film Île-de-France']","['France', 'United States of America', 'Japan']",60474340,123.0,Released,6.5,642,2006,5,2
1254,"['Sylvester Stallone', 'Miranda Richardson', 'Rachael Leigh Cook']",['Stephen T. Kay'],63600000,"['Action', 'Drama', 'Thriller', 'Crime']","['ritual', 'pornographic video', 'car crash', 'dvd']",en,Get Carter,4.494788,"['Franchise Pictures', 'Warner Bros.', 'Morgan Creek Productions', 'The Canton Company']",['United States of America'],19412993,102.0,Released,4.8,145,2000,10,4
1255,"['Naomi Watts', 'Ewan McGregor', 'Tom Holland']",['Juan Antonio Bayona'],42000000,"['Thriller', 'Drama']","['thailand', 'tsunami', 'family vacation', 'tidal wave', 'catastrophe', 'swept away', 'separation from family', 'boxing day', '21st century']",en,Lo imposible,47.559928,"['Summit Entertainment', 'Telecinco Cinema', 'Apaches Entertainment', 'Canal+ España', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Institut Valenciã de Cinematografia (IVAC)', 'Mediaset España', 'La Trini', 'Generalitat Valenciana']","['United States of America', 'Spain']",180274123,113.0,Released,7.0,2025,2012,9,3
1256,"['Warren Beatty', 'Dustin Hoffman', 'Isabelle Adjani']",['Elaine May'],55000000,"['Action', 'Adventure', 'Comedy']","['wilderness', 'sahara', 'beautiful woman', 'singer', 'escape', 'woman director']",en,Ishtar,2.410546,['Columbia Pictures'],['United States of America'],14375181,107.0,Released,4.2,28,1987,5,2
1257,"['George Clooney', 'Meryl Streep', 'Jason Schwartzman']",['Wes Anderson'],40000000,"['Adventure', 'Animation', 'Comedy', 'Family']","['fox', 'tree', 'peasant', 'revenge', 'cider', 'tale', 'farm life']",en,Fantastic Mr. Fox,41.258956,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Indian Paintbrush', 'American Empirical Pictures']",['United States of America'],46471023,87.0,Released,7.5,1176,2009,10,4
1258,"['Angelina Jolie', 'Edward Burns', 'Tony Shalhoub']",['Stephen Herek'],40000000,"['Comedy', 'Drama', 'Romance']",[],en,Life or Something Like It,8.980846000000001,"['Regency Enterprises', 'Epsilon Motion Pictures', 'Davis Entertainment', 'New Regency Pictures', 'Monarchy Enterprises S.a.r.l.', 'Atchity Entertainment International (AEI)']","['Canada', 'United States of America']",16872671,103.0,Released,5.7,124,2002,4,2
1259,"['Chevy Chase', 'Daryl Hannah', 'Sam Neill']",['John Carpenter'],40000000,"['Comedy', 'Fantasy', 'Science Fiction']",['invisible man'],en,Memoirs of an Invisible Man,7.222985,"['Regency Enterprises', 'Alcor Films', 'Canal+', 'Warner Bros.', 'Cornelius Productions']","['France', 'United States of America']",14358033,99.0,Released,5.7,125,1992,2,1
1260,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus']",['Jean-Pierre Jeunet'],10000000,"['Comedy', 'Romance']","['paris', 'love triangle', 'ghost train', 'sex-shop', 'shyness', 'montmartre', 'daughter', 'garden gnome', 'journey round the world', 'photography']",fr,Le fabuleux destin d'Amélie Poulain,73.720244,"['France 3 Cinéma', 'Claudie Ossard Productions', 'MMC Independent', 'Canal+', 'Tapioca Films', 'Sofica Sofinergie 5', 'Victoires Productions', 'Filmstiftung Nordrhein-Westfalen', 'Union Générale Cinématographique (UGC)']","['France', 'Germany']",173921954,122.0,Released,7.8,3310,2001,4,2
1262,"['Jude Law', 'Marisa Tomei', 'Omar Epps']",['Charles Shyer'],60000000,['Comedy'],"['new york', 'cheating', 'flirt', 'lover', 'older woman seduces younger guy', 'playboy']",en,Alfie,15.219263,"['Paramount Pictures', 'Patalex Productions']","['United Kingdom', 'United States of America']",13395939,103.0,Released,5.6,248,2004,10,4
1263,"['Drew Barrymore', 'John Krasinski', 'Kristen Bell']",['Ken Kwapis'],40000000,"['Adventure', 'Drama', 'Romance']","['whale', 'alaska', 'aftercreditsstinger', 'duringcreditsstinger', 'greenpeace', 'animal protection']",en,Big Miracle,8.303696,"['Universal Pictures', 'Anonymous Content', 'Working Title Films']","['United Kingdom', 'United States of America']",24719215,107.0,Released,6.6,152,2012,2,1
1264,"['Michelle Pfeiffer', 'Treat Williams', 'Whoopi Goldberg']",['Ulu Grosbard'],38000000,"['Drama', 'Mystery']","['kidnapping', 'boy', 'reunion']",en,The Deep End of the Ocean,4.746085,"['Columbia Pictures Corporation', 'Mandalay Entertainment']",['United States of America'],28121100,106.0,Released,5.9,54,1999,3,1
1265,"['Stephen Dorff', 'Natascha McElhone', 'Stephen Rea']",['William Malone'],40000000,"['Horror', 'Thriller']","['race against time', 'psychopath', 'homepage', 'cop', 'doctor', 'spirit', 'killer', 'voyeurism']",en,FearDotCom,6.756886,"['Milagro Films', 'Franchise Pictures', 'DoRo Fiction Film', 'Signature Pictures', 'ApolloMedia Distribution', 'Carousel Picture Company, The', 'Luxembourg Film Fund', 'Filmyard Underwaterdeco']","['Germany', 'Luxembourg', 'United Kingdom', 'United States of America']",18902015,101.0,Released,3.2,105,2002,8,3
1266,"['John C. Reilly', 'Josh Hutcherson', 'Chris Massoglia']",['Paul Weitz'],40000000,"['Adventure', 'Fantasy', 'Action', 'Thriller']","['vampire', 'spider', 'wolfman', 'stew', 'best friend', 'antidote', 'based on young adult novel']",en,Cirque du Freak: The Vampire's Assistant,16.424807,['Universal Pictures'],['United States of America'],28169671,109.0,Released,5.5,348,2009,10,4
1267,"['Ben Stiller', 'Drew Barrymore', 'Eileen Essell']",['Danny DeVito'],40000000,"['Action', 'Comedy', 'Thriller']",[],en,Duplex,15.590001,"['Miramax Films', 'Flower Films']","['Germany', 'United States of America']",19322135,89.0,Released,5.9,482,2003,9,3
1270,"['Jean-Claude Van Damme', 'Kiana Tom', 'Bill Goldberg']",['Mic Rodgers'],45000000,"['Action', 'Science Fiction']","['super computer', 'computer program', 'destiny', 'timebomb']",en,Universal Soldier: The Return,14.566664000000001,"['TriStar Pictures', 'Baumgarten-Prophet Entertainment']",['United States of America'],10667893,82.0,Released,4.2,135,1999,8,3
1271,"['Ben Foster', 'Dennis Quaid', 'Cam Gigandet']",['Christian Alvart'],33000000,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']","['dystopia', 'spaceship', 'survival', 'mission']",en,Pandorum,28.353517,"['Impact Pictures', 'Constantin Film Produktion']","['Germany', 'United Kingdom']",20645327,108.0,Released,6.5,774,2009,9,3
1273,"['Devon Sawa', 'Bridgette Wilson', 'Rufus Sewell']",['Christian Duguay'],40000000,"['Action', 'Adventure', 'Drama', 'Thriller']",['ski'],en,Extreme Ops,2.911819,"['Paramount Pictures', 'Extreme Productions', 'ApolloMedia Distribution']",['United States of America'],10959475,93.0,Released,5.0,28,2002,11,4
1275,"['Cillian Murphy', 'Rose Byrne', 'Chris Evans']",['Danny Boyle'],50000000,"['Science Fiction', 'Thriller']","['saving the world', 'bomb', 'sun', 'space marine', 'sunlight', 'solar energy', 'space mission', 'earth', 'expiration']",en,Sunshine,51.502884,"['DNA Films', 'Ingenious Film Partners', 'UK Film Council', 'Moving Picture Company (MPC)']","['United Kingdom', 'United States of America']",32017803,107.0,Released,7.0,1182,2007,4,2
1276,"['Eddie Murphy', 'Allison Janney', 'Cliff Curtis']",['Brian Robbins'],40000000,"['Drama', 'Comedy']","['liar', 'literary agent']",en,A Thousand Words,13.119132999999998,"['Paramount Pictures', 'DreamWorks SKG', 'Saturn Films', 'Varsity Pictures']",['United States of America'],22044277,91.0,Released,6.0,373,2012,3,1
1278,"['Sean Penn', 'Jasmine Trinca', 'Javier Bardem']",['Pierre Morel'],40000000,"['Action', 'Drama', 'Crime']","['assassin', 'hitman']",en,The Gunman,26.935458,"['StudioCanal', 'Silver Pictures', 'TF1 Films Production', 'Canal+', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Nostromo Pictures', 'Anton Capital Entertainment (ACE)', 'Institut Català de les Empreses Culturals (ICEC)', 'Prone Gunman', 'Amazon Prime Instant Video', 'Prone Gunman A.I.E.']","['France', 'Spain', 'United Kingdom', 'United States of America']",13644292,115.0,Released,5.5,392,2015,2,1
1279,"['Alex Pettyfer', 'Sarah Bolger', 'Ewan McGregor']",['Geoffrey Sax'],40000000,"['Adventure', 'Action', 'Family']","['england', 'secret intelligence service', 'child hero', 'wretch', 'teen spy', 'based on young adult novel']",en,Stormbreaker,16.282962,"['Isle of Man Film', 'Weinstein Company, The', 'Samuelson Productions']","['Germany', 'United Kingdom', 'United States of America']",23937870,93.0,Released,5.1,213,2006,7,3
1280,"['Shia LaBeouf', 'Sarah Roemer', 'Carrie-Anne Moss']",['D.J. Caruso'],20000000,"['Thriller', 'Drama', 'Mystery']","['kidnapping', 'young people']",en,Disturbia,31.690456,"['Paramount Pictures', 'DreamWorks SKG', 'Cold Spring Pictures', 'Montecito Picture Company, The']",['United States of America'],117760134,105.0,Released,6.6,1006,2007,4,2
1281,"['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford']",['Iain Softley'],20000000,"['Action', 'Crime', 'Thriller', 'Drama']","['female nudity', 'hacker', 'nudity', 'computer virus', 'virtual reality', 'computer', 'sexual fantasy', 'prank', 'internet', 'cyberpunk', 'teenager', 'new york city', 'secret service', 'computer hacker', 'dream sequence']",en,Hackers,17.842246,"['United Artists', 'Suftley']",['United States of America'],7563728,107.0,Released,6.2,398,1995,9,3
1286,"['Chris Evans', 'Song Kang-ho', 'Ed Harris']",['Bong Joon-ho'],39200000,"['Action', 'Science Fiction', 'Drama']","['father son relationship', 'child labour', 'brothel', 'winter', 'allegory', 'bridge', 'post-apocalyptic', 'dystopia', 'hijacking of train', 'based on comic book', 'dam', 'rifle', 'pregnant', 'train', 'violence', 'based on graphic novel', 'guilt', 'revolt', 'duplicity', 'tunnel', 'social class', 'population control', 'perpetual winter', 'city ruin']",ko,Snowpiercer,64.238688,"['CJ Entertainment', 'Opus Pictures', 'Stillking Films', 'SnowPiercer', 'Moho Film']","['South Korea', 'France', 'Czech Republic', 'United States of America']",86758912,126.0,Released,6.7,2854,2013,8,3
1289,"['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson']",['Alex Proyas'],15000000,"['Fantasy', 'Action', 'Thriller']","['halloween', 'arson', 'detroit']",en,The Crow,44.690107,"['Miramax Films', 'Crowvision Inc.', 'Entertainment Media Investment Corporation', 'Jeff Most Productions', 'Edward R. Pressman Film']",['United States of America'],94000000,102.0,Released,7.3,953,1994,5,2
1290,"['Prabhas', 'Rana Daggubati', 'Tamanna Bhatia']",['S.S. Rajamouli'],40000000,"['Action', 'Adventure', 'War', 'History']","['kingdom', 'war', 'bollywood', 'medieval india', 'ancient india']",te,Baahubali: The Beginning,16.254032000000002,['Arka Media Works'],['India'],100000000,159.0,Released,7.5,135,2015,7,3
1291,"['Eric Bana', 'Rachel McAdams', 'Michelle Nolden']",['Robert Schwentke'],39000000,"['Drama', 'Romance', 'Fantasy']","['chicago', 'sex', 'based on novel', 'nudity', 'diary', 'future', 'time', 'time travel', 'marriage', 'love', 'romance', 'travel', 'tragic love', 'relationship', 'time traveler', 'complication']",en,The Time Traveler's Wife,37.492928000000006,"['New Line Cinema', 'Plan B Entertainment', 'Nick Wechsler Productions', 'Internationale Scarena Filmproduktionsgesellschaft 2']",['United States of America'],101229792,107.0,Released,6.7,798,2009,8,3
1293,"['Charlie Tahan', ""Catherine O'Hara"", 'Martin Short']",['Tim Burton'],39000000,"['Animation', 'Comedy', 'Family']","['shyness', 'stop motion', 'black and white', 'retro', 'dog', 'animal death', 'animal lover']",en,Frankenweenie,27.908783000000003,['Tim Burton Productions'],['United States of America'],35287788,87.0,Released,6.6,932,2012,10,4
1294,"['Nathan Fillion', 'Gina Torres', 'Alan Tudyk']",['Joss Whedon'],39000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['martial arts', 'telepathy', 'dystopia', 'spaceship', 'fugitive', 'based on tv series', 'planet', 'throat slitting', 'cannibal', 'reavers', 'operative', 'ex soldier', 'firefly']",en,Serenity,45.388937,"['Universal Pictures', 'Barry Mendel Productions']",['United States of America'],38869464,119.0,Released,7.4,1264,2005,8,3
1295,"['Meg Ryan', 'Tony Shalhoub', 'Joe Cortese']",['Charles S. Dutton'],39000000,"['Romance', 'Drama']","['biography', 'sport']",en,Against the Ropes,2.817364,"['Paramount Pictures', 'Cort/Madden Productions', 'ATR Films', 'MMP Erste Filmproduktions', 'Moviemakers Productions (MMP)']","['Germany', 'United States of America']",6614280,106.0,Released,4.5,32,2004,2,1
1296,"['Christopher Reeve', 'Richard Pryor', 'Jackie Cooper']",['Richard Lester'],39000000,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']","['saving the world', 'dc comics', 'super computer', 'identity crisis', 'loss of powers', 'sequel', 'superhero', 'based on comic book', 'hacking', 'super powers', 'superhuman strength']",en,Superman III,22.164202,"['Warner Bros.', 'Dovemead Films', 'Cantharus Productions']","['United Kingdom', 'United States of America']",75850624,125.0,Released,5.3,490,1983,6,2
1297,"['Robert De Niro', 'Sylvester Stallone', 'Alan Arkin']",['Peter Segal'],40000000,['Comedy'],"['father son relationship', 'sport', 'rivalry', 'elderly', 'elderly man']",en,Grudge Match,21.362949,"['Gerber Pictures', 'Warner Bros.']",['United States of America'],44907260,113.0,Released,6.0,433,2013,12,4
1298,"['Chang Chen', 'Hu Jun', 'Tony Leung Chiu-Wai']",['John Woo'],80341000,"['Adventure', 'Drama', 'Action']","['flaming arrow', 'chinese history', 'strategy', 'carrier pigeon', 'spear throwing', 'wall of fire', 'white dove', 'casualty of war', 'arrow in back', 'chinese tradition', 'chinese painting', 'broken arrow']",zh,Chi bi,14.8375,"['Metropolitan Filmexport', 'Lion Rock Productions', 'Showbox']",['China'],127814609,150.0,Released,7.1,205,2008,7,3
1299,"['Reese Witherspoon', 'Josh Lucas', 'Patrick Dempsey']",['Andy Tennant'],30000000,"['Comedy', 'Romance']","['new york', 'marriage proposal', 'alabama', 'career woman', 'fashion designer']",en,Sweet Home Alabama,18.256028,['Touchstone Pictures'],['United States of America'],180622424,108.0,Released,6.0,394,2002,9,3
1300,"['Katherine Heigl', 'Gerard Butler', 'Eric Winter']",['Robert Luketic'],38000000,"['Comedy', 'Romance']","['romantic comedy', 'romance', 'tv morning show', 'relationship', 'opposites attract']",en,The Ugly Truth,22.332926999999998,"['Lakeshore Entertainment', 'Relativity Media']",['United States of America'],205298907,96.0,Released,6.4,972,2009,7,3
1302,"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega']",['Robert Rodriguez'],38000000,"['Action', 'Adventure', 'Family']","['spy', 'experiment', 'island', 'secret organization', 'wretch', 'weapon', 'rivalry', 'scientist']",en,Spy Kids 2: The Island of Lost Dreams,24.085144,['Dimension Films'],['United States of America'],119723358,100.0,Released,5.3,521,2002,8,3
1303,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']",['David Carson'],38000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['based on tv series', 'death', 'exploding planet', 'mountain cabin', 'solar system']",en,Star Trek: Generations,14.779041000000001,['Paramount Pictures'],['United States of America'],120000000,118.0,Released,6.4,452,1994,11,4
1304,"['Tony Leung Chiu-Wai', 'Zhang Ziyi', 'Song Hye-kyo']",['Wong Kar-wai'],3860000,"['Action', 'Drama', 'History']","['martial arts', 'kung fu', 'biography', 'kung fu master']",zh,一代宗師,19.947264999999998,"['The Weinstein Company', 'Block 2 Pictures', 'Wild Bunch', 'Annapurna Pictures', 'Jet Tone Films', 'Sil-Metropole Organisation Ltd.']","['China', 'Hong Kong']",64076736,130.0,Released,6.3,273,2013,1,1
1305,"['Robert Pattinson', 'Reese Witherspoon', 'Christoph Waltz']",['Francis Lawrence'],38000000,"['Drama', 'Romance']","['clown', 'elephant trainer', 'veterinary']",en,Water for Elephants,16.801218,"['Ingenious Media', 'Dune Entertainment', 'Fox 2000 Pictures', 'Flashpoint Entertainment', 'Big Screen Productions']",['United States of America'],114156230,120.0,Released,6.7,850,2011,3,1
